transaction_id,date,department,category,vendor,region,transaction_type,amount,payment_method,description
TXN158955,2026-06-21,Operations,Service Revenue,Customer_A,West,Revenue,8234.58,Bank Transfer,Service Revenue transaction for Operations
TXN158956,2026-06-21,Customer Support,Product Sales,Customer_A,South,Revenue,12815.51,Direct Debit,Product Sales transaction for Customer Support
TXN158957,2026-06-21,Finance,Product Sales,Customer_C,North,Revenue,38823.25,UPI,Product Sales transaction for Finance
TXN158958,2026-06-21,Marketing,Service Revenue,Customer_D,West,Revenue,21045.78,Debit Card,Service Revenue transaction for Marketing
TXN158959,2026-06-21,Operations,Supplies,SupplyHub,North,Expense,4232.03,Debit Card,Supplies transaction for Operations
TXN158960,2026-06-21,Marketing,Software,SoftCore,West,Expense,6023.57,Credit Card,Software transaction for Marketing
TXN158961,2026-06-21,Customer Support,Subscription,Customer_E,North,Revenue,6220.92,Direct Debit,Subscription transaction for Customer Support
TXN158962,2026-06-21,IT,Cloud Services,ComputeHub,East,Expense,14372.35,Debit Card,Cloud Services transaction for IT
TXN158963,2026-06-21,Marketing,Subscription,Customer_A,South,Revenue,74356.61,Bank Transfer,Subscription transaction for Marketing
TXN158964,2026-06-21,Customer Support,Support Tools,SupportCloud,North,Expense,5641.36,Direct Debit,Support Tools transaction for Customer Support
TXN158965,2026-06-21,Sales,Service Revenue,Customer_B,North,Revenue,29034.78,Bank Transfer,Service Revenue transaction for Sales
TXN158966,2026-06-21,Finance,Bank Charges,BankTwo,North,Expense,4446.0,Debit Card,Bank Charges transaction for Finance
TXN158967,2026-06-21,Sales,Client Entertainment,DinePro,South,Expense,10573.88,Credit Card,Client Entertainment transaction for Sales
TXN158968,2026-06-21,Customer Support,Software,SoftCore,South,Expense,4591.26,UPI,Software transaction for Customer Support
TXN158969,2026-06-21,IT,Hardware,TechSource,South,Expense,20814.76,Direct Debit,Hardware transaction for IT
TXN158970,2026-06-21,Sales,Service Revenue,Customer_B,West,Revenue,18395.94,Credit Card,Service Revenue transaction for Sales
TXN158971,2026-06-21,Finance,Audit,AuditPartners,West,Expense,4124.51,Credit Card,Audit transaction for Finance
TXN158972,2026-06-21,HR,Software,DataDesk,South,Expense,2603.68,Bank Transfer,Software transaction for HR
TXN158973,2026-06-21,IT,Hardware,DevicePro,East,Expense,17697.44,Credit Card,Hardware transaction for IT
TXN158974,2026-06-21,Operations,Maintenance,FixPro,North,Expense,9243.3,Direct Debit,Maintenance transaction for Operations
TXN158975,2026-06-21,Customer Support,Support Tools,SupportCloud,South,Expense,5212.02,Direct Debit,Support Tools transaction for Customer Support
TXN158976,2026-06-21,HR,Training,SkillWorks,West,Expense,5881.78,Bank Transfer,Training transaction for HR
TXN158977,2026-06-21,Customer Support,Support Tools,HelpDeskPro,West,Expense,5486.79,Debit Card,Support Tools transaction for Customer Support
TXN158978,2026-06-21,Finance,Software,WorkFlowPro,South,Expense,3313.89,Bank Transfer,Software transaction for Finance
TXN158979,2026-06-21,Operations,Subscription,Customer_C,West,Revenue,16150.07,Bank Transfer,Subscription transaction for Operations
TXN158980,2026-06-21,IT,Service Revenue,Customer_A,South,Revenue,15771.3,Credit Card,Service Revenue transaction for IT
TXN158981,2026-06-21,Marketing,Subscription,Customer_E,South,Revenue,3971.26,Bank Transfer,Subscription transaction for Marketing
TXN158982,2026-06-21,IT,Service Revenue,Customer_A,South,Revenue,43635.52,Debit Card,Service Revenue transaction for IT
TXN158983,2026-06-21,Customer Support,Support Tools,HelpDeskPro,South,Expense,18308.06,Credit Card,Support Tools transaction for Customer Support
TXN158984,2026-06-21,Operations,Utilities,WaterWorks,West,Expense,41107.75,Direct Debit,Utilities transaction for Operations
TXN158985,2026-06-21,Customer Support,Subscription,Customer_A,East,Revenue,31900.47,Direct Debit,Subscription transaction for Customer Support
TXN158986,2026-06-21,IT,Hardware,DevicePro,North,Expense,12333.23,Debit Card,Hardware transaction for IT
TXN158987,2026-06-21,HR,Recruitment,HireFast,East,Expense,34800.44,Bank Transfer,Recruitment transaction for HR
TXN158988,2026-06-21,Finance,Bank Charges,BankTwo,East,Expense,3968.39,Debit Card,Bank Charges transaction for Finance
TXN158989,2026-06-21,IT,Service Revenue,Customer_D,South,Revenue,10986.4,Debit Card,Service Revenue transaction for IT
TXN158990,2026-06-21,Operations,Supplies,OfficeMart,West,Expense,14791.69,Credit Card,Supplies transaction for Operations
TXN158991,2026-06-21,Customer Support,Support Tools,HelpDeskPro,South,Expense,12031.33,Debit Card,Support Tools transaction for Customer Support
TXN158992,2026-06-21,Operations,Supplies,SupplyHub,South,Expense,12425.38,Bank Transfer,Supplies transaction for Operations
TXN158993,2026-06-21,Operations,Transaction Fees,Customer_E,South,Revenue,11231.39,Credit Card,Transaction Fees transaction for Operations
TXN158994,2026-06-21,Operations,Supplies,SupplyHub,West,Expense,12256.46,Credit Card,Supplies transaction for Operations
TXN158995,2026-06-21,IT,Transaction Fees,Customer_D,South,Revenue,18449.13,Bank Transfer,Transaction Fees transaction for IT
TXN158996,2026-06-21,Marketing,Software,WorkFlowPro,West,Expense,6375.11,Bank Transfer,Software transaction for Marketing
TXN158997,2026-06-21,IT,Software,DataDesk,South,Expense,11243.52,Credit Card,Software transaction for IT
TXN158998,2026-06-21,IT,Hardware,TechSource,North,Expense,7286.03,Bank Transfer,Hardware transaction for IT
TXN158999,2026-06-21,Finance,Bank Charges,BankOne,North,Expense,7404.5,Credit Card,Bank Charges transaction for Finance
TXN159000,2026-06-21,Sales,Commissions,SalesPartners,South,Expense,12257.75,Credit Card,Commissions transaction for Sales
TXN159001,2026-06-21,Marketing,Advertising,SearchPro,East,Expense,11792.21,Direct Debit,Advertising transaction for Marketing
TXN159002,2026-06-21,Sales,Transaction Fees,Customer_D,East,Revenue,15681.87,Credit Card,Transaction Fees transaction for Sales
TXN159003,2026-06-21,Marketing,Events,EventWorks,East,Expense,11214.82,Bank Transfer,Events transaction for Marketing
TXN159004,2026-06-21,Operations,Utilities,PowerGrid,West,Expense,25872.35,Debit Card,Utilities transaction for Operations
TXN159005,2026-06-21,Finance,Bank Charges,BankTwo,North,Expense,2927.71,Bank Transfer,Bank Charges transaction for Finance
TXN159006,2026-06-21,Operations,Utilities,WaterWorks,South,Expense,10348.66,Credit Card,Utilities transaction for Operations
TXN159007,2026-06-21,Operations,Maintenance,MaintainX,North,Expense,6584.85,UPI,Maintenance transaction for Operations
TXN159008,2026-06-21,HR,Subscription,Customer_A,North,Revenue,14314.2,Debit Card,Subscription transaction for HR
TXN159009,2026-06-21,Sales,Transaction Fees,Customer_A,West,Revenue,51086.87,Bank Transfer,Transaction Fees transaction for Sales
TXN159010,2026-06-21,Marketing,Software,DataDesk,North,Expense,4368.12,Credit Card,Software transaction for Marketing
TXN159011,2026-06-21,Customer Support,Outsourcing,SupportWorks,North,Expense,3277.84,Credit Card,Outsourcing transaction for Customer Support
TXN159012,2026-06-21,Operations,Logistics,MoveRight,South,Expense,21488.49,Direct Debit,Logistics transaction for Operations
TXN159013,2026-06-21,Operations,Utilities,WaterWorks,South,Expense,12787.52,Bank Transfer,Utilities transaction for Operations
TXN159014,2026-06-21,Finance,Audit,AuditPartners,South,Expense,4648.88,UPI,Audit transaction for Finance
TXN159015,2026-06-21,Finance,Audit,AuditPartners,East,Expense,5030.9,Debit Card,Audit transaction for Finance
TXN159016,2026-06-21,IT,Subscription,Customer_E,East,Revenue,16058.2,Direct Debit,Subscription transaction for IT
TXN159017,2026-06-21,Operations,Subscription,Customer_D,South,Revenue,12723.52,Debit Card,Subscription transaction for Operations
TXN159018,2026-06-21,Finance,Software,CloudSuite,South,Expense,4590.06,Debit Card,Software transaction for Finance
TXN159019,2026-06-21,Customer Support,Subscription,Customer_E,East,Revenue,10381.88,Credit Card,Subscription transaction for Customer Support
TXN159020,2026-06-21,IT,Service Revenue,Customer_D,North,Revenue,19834.08,Bank Transfer,Service Revenue transaction for IT
TXN159021,2026-06-21,Sales,Travel,StaySmart,South,Expense,3845.52,Debit Card,Travel transaction for Sales
TXN159022,2026-06-21,Finance,Software,CloudSuite,East,Expense,7011.82,Bank Transfer,Software transaction for Finance
TXN159023,2026-06-21,Marketing,Product Sales,Customer_A,West,Revenue,28500.83,Direct Debit,Product Sales transaction for Marketing
TXN159024,2026-06-21,Operations,Maintenance,FixPro,South,Expense,13239.56,Debit Card,Maintenance transaction for Operations
TXN159025,2026-06-21,Operations,Maintenance,FixPro,West,Expense,6960.33,Direct Debit,Maintenance transaction for Operations
TXN159026,2026-06-21,Finance,Software,SoftCore,East,Expense,2467.13,UPI,Software transaction for Finance
TXN159027,2026-06-21,Marketing,Events,EventWorks,North,Expense,17101.26,Debit Card,Events transaction for Marketing
TXN159028,2026-06-21,Operations,Utilities,PowerGrid,North,Expense,28441.76,Bank Transfer,Utilities transaction for Operations
TXN159029,2026-06-21,Sales,Product Sales,Customer_D,North,Revenue,19704.26,Bank Transfer,Product Sales transaction for Sales
TXN159030,2026-06-21,Sales,Client Entertainment,EventWorks,West,Expense,3574.38,Bank Transfer,Client Entertainment transaction for Sales
TXN159031,2026-06-21,Operations,Utilities,PowerGrid,North,Expense,25966.69,Bank Transfer,Utilities transaction for Operations
TXN159032,2026-06-21,IT,Product Sales,Customer_E,East,Revenue,13776.43,Debit Card,Product Sales transaction for IT
TXN159033,2026-06-21,Sales,Travel,FlyBiz,East,Expense,12549.72,Direct Debit,Travel transaction for Sales
TXN159034,2026-06-21,Sales,Client Entertainment,DinePro,East,Expense,11769.24,Debit Card,Client Entertainment transaction for Sales
TXN159035,2026-06-21,Marketing,Content,MediaCraft,East,Expense,9485.54,Bank Transfer,Content transaction for Marketing
TXN159036,2026-06-21,Operations,Logistics,MoveRight,East,Expense,19737.07,Bank Transfer,Logistics transaction for Operations
TXN159037,2026-06-21,HR,Software,WorkFlowPro,North,Expense,2077.89,Debit Card,Software transaction for HR
TXN159038,2026-06-21,Operations,Utilities,PowerGrid,North,Expense,27250.84,Bank Transfer,Utilities transaction for Operations
TXN159039,2026-06-21,Operations,Logistics,FastFreight,South,Expense,7996.49,Bank Transfer,Logistics transaction for Operations
TXN159040,2026-06-21,IT,Hardware,DevicePro,East,Expense,52325.62,Bank Transfer,Hardware transaction for IT
TXN159041,2026-06-21,HR,Training,LearnPro,North,Expense,11277.56,Credit Card,Training transaction for HR
TXN159042,2026-06-21,IT,Product Sales,Customer_C,South,Revenue,6876.75,Bank Transfer,Product Sales transaction for IT
TXN159043,2026-06-21,Finance,Software,SoftCore,West,Expense,3620.28,Direct Debit,Software transaction for Finance
TXN159044,2026-06-21,HR,Transaction Fees,Customer_A,North,Revenue,21807.58,Credit Card,Transaction Fees transaction for HR
TXN159045,2026-06-21,Finance,Software,DataDesk,South,Expense,23454.39,Credit Card,Software transaction for Finance
TXN159046,2026-06-21,Finance,Bank Charges,BankTwo,West,Expense,2056.16,Bank Transfer,Bank Charges transaction for Finance
TXN159047,2026-06-21,Finance,Service Revenue,Customer_E,South,Revenue,8697.28,Bank Transfer,Service Revenue transaction for Finance
TXN159048,2026-06-21,Customer Support,Outsourcing,SupportWorks,West,Expense,5454.53,Bank Transfer,Outsourcing transaction for Customer Support
TXN159049,2026-06-21,Sales,Transaction Fees,Customer_A,East,Revenue,15179.79,Bank Transfer,Transaction Fees transaction for Sales
TXN159050,2026-06-21,IT,Service Revenue,Customer_E,East,Revenue,10067.97,Debit Card,Service Revenue transaction for IT
TXN159051,2026-06-21,HR,Software,CloudSuite,North,Expense,2474.63,UPI,Software transaction for HR
TXN159052,2026-06-21,Customer Support,Support Tools,SupportCloud,East,Expense,12049.36,Credit Card,Support Tools transaction for Customer Support
TXN159053,2026-06-21,HR,Recruitment,HireFast,South,Expense,13015.61,Credit Card,Recruitment transaction for HR
TXN159054,2026-06-21,Marketing,Subscription,Customer_A,North,Revenue,22273.41,Bank Transfer,Subscription transaction for Marketing
TXN159055,2026-06-21,Operations,Utilities,PowerGrid,South,Expense,6968.17,Direct Debit,Utilities transaction for Operations
TXN159056,2026-06-21,IT,Software,DataDesk,West,Expense,22771.39,Direct Debit,Software transaction for IT
TXN159057,2026-06-21,Customer Support,Training,LearnPro,North,Expense,2991.62,Credit Card,Training transaction for Customer Support
TXN159058,2026-06-21,IT,Transaction Fees,Customer_C,West,Revenue,15215.14,UPI,Transaction Fees transaction for IT
TXN159059,2026-06-21,IT,Subscription,Customer_A,North,Revenue,5914.67,Bank Transfer,Subscription transaction for IT
TXN159060,2026-06-21,Marketing,Content,ContentLab,North,Expense,12638.95,Credit Card,Content transaction for Marketing
TXN159061,2026-06-21,Customer Support,Support Tools,SupportCloud,South,Expense,13864.5,Bank Transfer,Support Tools transaction for Customer Support
TXN159062,2026-06-21,Operations,Supplies,OfficeMart,South,Expense,6363.36,Debit Card,Supplies transaction for Operations
TXN159063,2026-06-21,Finance,Subscription,Customer_A,South,Revenue,23920.6,Debit Card,Subscription transaction for Finance
TXN159064,2026-06-21,Customer Support,Subscription,Customer_D,South,Revenue,22778.27,Direct Debit,Subscription transaction for Customer Support
TXN159065,2026-06-21,Finance,Product Sales,Customer_E,South,Revenue,6911.5,Bank Transfer,Product Sales transaction for Finance
TXN159066,2026-06-22,Finance,Product Sales,Customer_C,North,Revenue,10416.26,Direct Debit,Product Sales transaction for Finance
TXN159067,2026-06-22,HR,Service Revenue,Customer_E,South,Revenue,37912.43,UPI,Service Revenue transaction for HR
TXN159068,2026-06-22,Customer Support,Outsourcing,SupportWorks,North,Expense,17893.12,Bank Transfer,Outsourcing transaction for Customer Support
TXN159069,2026-06-22,IT,Cybersecurity,CyberGuard,North,Expense,9358.93,Credit Card,Cybersecurity transaction for IT
TXN159070,2026-06-22,Marketing,Transaction Fees,Customer_E,West,Revenue,30529.7,Bank Transfer,Transaction Fees transaction for Marketing
TXN159071,2026-06-22,Operations,Subscription,Customer_A,East,Revenue,12294.28,UPI,Subscription transaction for Operations
TXN159072,2026-06-22,IT,Cloud Services,DataCloud,North,Expense,39533.81,Debit Card,Cloud Services transaction for IT
TXN159073,2026-06-22,IT,Transaction Fees,Customer_C,East,Revenue,4597.86,Bank Transfer,Transaction Fees transaction for IT
TXN159074,2026-06-22,Operations,Product Sales,Customer_C,East,Revenue,34446.04,Direct Debit,Product Sales transaction for Operations
TXN159075,2026-06-22,Customer Support,Support Tools,HelpDeskPro,North,Expense,6291.21,Credit Card,Support Tools transaction for Customer Support
TXN159076,2026-06-22,Marketing,Product Sales,Customer_A,North,Revenue,23235.37,UPI,Product Sales transaction for Marketing
TXN159077,2026-06-22,Operations,Service Revenue,Customer_D,East,Revenue,16816.58,UPI,Service Revenue transaction for Operations
TXN159078,2026-06-22,Customer Support,Support Tools,HelpDeskPro,West,Expense,26140.21,Debit Card,Support Tools transaction for Customer Support
TXN159079,2026-06-22,Marketing,Subscription,Customer_C,South,Revenue,5142.15,Direct Debit,Subscription transaction for Marketing
TXN159080,2026-06-22,Sales,Client Entertainment,EventWorks,South,Expense,8467.81,Bank Transfer,Client Entertainment transaction for Sales
TXN159081,2026-06-22,Marketing,Content,MediaCraft,East,Expense,2861.79,Debit Card,Content transaction for Marketing
TXN159082,2026-06-22,Marketing,Content,MediaCraft,West,Expense,3002.96,Bank Transfer,Content transaction for Marketing
TXN159083,2026-06-22,Sales,Commissions,SalesPartners,North,Expense,18872.9,Credit Card,Commissions transaction for Sales
TXN159084,2026-06-22,Sales,Software,SoftCore,North,Expense,8258.34,UPI,Software transaction for Sales
TXN159085,2026-06-22,Sales,Software,CloudSuite,North,Expense,6409.8,Bank Transfer,Software transaction for Sales
TXN159086,2026-06-22,Operations,Logistics,MoveRight,West,Expense,25856.1,Debit Card,Logistics transaction for Operations
TXN159087,2026-06-22,IT,Subscription,Customer_A,North,Revenue,16751.68,Direct Debit,Subscription transaction for IT
TXN159088,2026-06-22,Sales,Commissions,SalesPartners,South,Expense,7377.64,Bank Transfer,Commissions transaction for Sales
TXN159089,2026-06-22,Marketing,Product Sales,Customer_D,East,Revenue,21588.11,Debit Card,Product Sales transaction for Marketing
TXN159090,2026-06-22,Customer Support,Support Tools,SupportCloud,South,Expense,5513.46,Bank Transfer,Support Tools transaction for Customer Support
TXN159091,2026-06-22,Customer Support,Subscription,Customer_A,East,Revenue,15349.86,Credit Card,Subscription transaction for Customer Support
TXN159092,2026-06-22,IT,Transaction Fees,Customer_E,South,Revenue,7697.11,UPI,Transaction Fees transaction for IT
TXN159093,2026-06-22,IT,Service Revenue,Customer_A,North,Revenue,11009.45,Direct Debit,Service Revenue transaction for IT
TXN159094,2026-06-22,Customer Support,Software,SoftCore,West,Expense,30475.21,Bank Transfer,Software transaction for Customer Support
TXN159095,2026-06-22,Marketing,Subscription,Customer_E,East,Revenue,19041.64,UPI,Subscription transaction for Marketing
TXN159096,2026-06-22,Operations,Utilities,PowerGrid,East,Expense,24866.41,Credit Card,Utilities transaction for Operations
TXN159097,2026-06-22,Sales,Product Sales,Customer_A,West,Revenue,6544.36,UPI,Product Sales transaction for Sales
TXN159098,2026-06-22,Marketing,Subscription,Customer_B,North,Revenue,50437.69,Bank Transfer,Subscription transaction for Marketing
TXN159099,2026-06-22,IT,Cloud Services,ComputeHub,South,Expense,21812.29,UPI,Cloud Services transaction for IT
TXN159100,2026-06-22,Finance,Subscription,Customer_B,North,Revenue,7999.17,Debit Card,Subscription transaction for Finance
TXN159101,2026-06-22,Marketing,Transaction Fees,Customer_C,South,Revenue,78396.9,Bank Transfer,Transaction Fees transaction for Marketing
TXN159102,2026-06-22,Operations,Logistics,ShipNow,East,Expense,16869.43,UPI,Logistics transaction for Operations
TXN159103,2026-06-22,Operations,Service Revenue,Customer_B,North,Revenue,21965.64,Direct Debit,Service Revenue transaction for Operations
TXN159104,2026-06-22,Operations,Subscription,Customer_E,South,Revenue,47337.28,UPI,Subscription transaction for Operations
TXN159105,2026-06-22,Customer Support,Transaction Fees,Customer_D,North,Revenue,12104.56,Direct Debit,Transaction Fees transaction for Customer Support
TXN159106,2026-06-22,Operations,Transaction Fees,Customer_B,South,Revenue,8150.05,Debit Card,Transaction Fees transaction for Operations
TXN159107,2026-06-22,IT,Transaction Fees,Customer_D,West,Revenue,29526.09,Bank Transfer,Transaction Fees transaction for IT
TXN159108,2026-06-22,Finance,Audit,AuditPartners,West,Expense,6460.45,Direct Debit,Audit transaction for Finance
TXN159109,2026-06-22,IT,Cloud Services,DataCloud,East,Expense,8784.45,UPI,Cloud Services transaction for IT
TXN159110,2026-06-22,Operations,Transaction Fees,Customer_E,South,Revenue,13005.26,Bank Transfer,Transaction Fees transaction for Operations
TXN159111,2026-06-22,HR,Benefits,BenefitHub,North,Expense,2278.48,Bank Transfer,Benefits transaction for HR
TXN159112,2026-06-22,Operations,Service Revenue,Customer_A,West,Revenue,11986.4,Credit Card,Service Revenue transaction for Operations
TXN159113,2026-06-22,Finance,Audit,AuditPartners,North,Expense,16377.97,Credit Card,Audit transaction for Finance
TXN159114,2026-06-22,Operations,Transaction Fees,Customer_D,North,Revenue,41914.58,Credit Card,Transaction Fees transaction for Operations
TXN159115,2026-06-22,Finance,Bank Charges,BankTwo,South,Expense,5371.29,Bank Transfer,Bank Charges transaction for Finance
TXN159116,2026-06-22,Customer Support,Training,SkillWorks,North,Expense,7319.75,Credit Card,Training transaction for Customer Support
TXN159117,2026-06-22,Finance,Software,WorkFlowPro,West,Expense,5733.54,Credit Card,Software transaction for Finance
TXN159118,2026-06-22,Sales,Travel,StaySmart,North,Expense,5476.0,Debit Card,Travel transaction for Sales
TXN159119,2026-06-22,Sales,Subscription,Customer_D,South,Revenue,42997.86,Direct Debit,Subscription transaction for Sales
TXN159120,2026-06-22,Sales,Travel,TravelCo,East,Expense,17645.46,UPI,Travel transaction for Sales
TXN159121,2026-06-22,Marketing,Events,ExpoHub,South,Expense,12876.01,UPI,Events transaction for Marketing
TXN159122,2026-06-22,Sales,Client Entertainment,DinePro,North,Expense,9325.47,Credit Card,Client Entertainment transaction for Sales
TXN159123,2026-06-22,Sales,Transaction Fees,Customer_C,South,Revenue,45547.04,Direct Debit,Transaction Fees transaction for Sales
TXN159124,2026-06-22,Operations,Utilities,PowerGrid,East,Expense,13610.83,Credit Card,Utilities transaction for Operations
TXN159125,2026-06-22,Sales,Service Revenue,Customer_E,West,Revenue,29744.52,Bank Transfer,Service Revenue transaction for Sales
TXN159126,2026-06-22,Marketing,Advertising,AdSphere,North,Expense,27150.27,Bank Transfer,Advertising transaction for Marketing
TXN159127,2026-06-22,Operations,Transaction Fees,Customer_E,South,Revenue,23270.66,Debit Card,Transaction Fees transaction for Operations
TXN159128,2026-06-22,Customer Support,Subscription,Customer_E,South,Revenue,19755.84,Bank Transfer,Subscription transaction for Customer Support
TXN159129,2026-06-22,Operations,Utilities,PowerGrid,West,Expense,28005.14,Credit Card,Utilities transaction for Operations
TXN159130,2026-06-22,Finance,Subscription,Customer_D,South,Revenue,16903.5,Bank Transfer,Subscription transaction for Finance
TXN159131,2026-06-22,Sales,Client Entertainment,EventWorks,South,Expense,14553.81,Debit Card,Client Entertainment transaction for Sales
TXN159132,2026-06-22,IT,Transaction Fees,Customer_E,West,Revenue,39135.16,Credit Card,Transaction Fees transaction for IT
TXN159133,2026-06-22,IT,Transaction Fees,Customer_E,North,Revenue,8168.5,Bank Transfer,Transaction Fees transaction for IT
TXN159134,2026-06-22,Sales,Travel,TravelCo,West,Expense,16697.93,Direct Debit,Travel transaction for Sales
TXN159135,2026-06-22,Finance,Subscription,Customer_E,South,Revenue,5703.02,Credit Card,Subscription transaction for Finance
TXN159136,2026-06-22,Sales,Travel,StaySmart,South,Expense,14390.78,Debit Card,Travel transaction for Sales
TXN159137,2026-06-22,Customer Support,Service Revenue,Customer_C,South,Revenue,14251.13,UPI,Service Revenue transaction for Customer Support
TXN159138,2026-06-22,Operations,Subscription,Customer_D,East,Revenue,12013.74,Bank Transfer,Subscription transaction for Operations
TXN159139,2026-06-22,Operations,Utilities,WaterWorks,North,Expense,9668.34,Debit Card,Utilities transaction for Operations
TXN159140,2026-06-22,Marketing,Subscription,Customer_B,North,Revenue,107636.38,UPI,Subscription transaction for Marketing
TXN159141,2026-06-22,Marketing,Transaction Fees,Customer_B,South,Revenue,12125.65,Credit Card,Transaction Fees transaction for Marketing
TXN159142,2026-06-22,Sales,Product Sales,Customer_E,West,Revenue,64035.08,Credit Card,Product Sales transaction for Sales
TXN159143,2026-06-22,Operations,Utilities,PowerGrid,North,Expense,22556.25,Bank Transfer,Utilities transaction for Operations
TXN159144,2026-06-22,IT,Cybersecurity,CyberGuard,South,Expense,25327.46,Direct Debit,Cybersecurity transaction for IT
TXN159145,2026-06-22,Customer Support,Training,SkillWorks,South,Expense,6650.65,Credit Card,Training transaction for Customer Support
TXN159146,2026-06-22,Operations,Logistics,ShipNow,West,Expense,18968.63,Credit Card,Logistics transaction for Operations
TXN159147,2026-06-22,Customer Support,Support Tools,HelpDeskPro,West,Expense,10493.75,Bank Transfer,Support Tools transaction for Customer Support
TXN159148,2026-06-22,Operations,Supplies,SupplyHub,South,Expense,30652.52,Bank Transfer,Supplies transaction for Operations
TXN159149,2026-06-22,Finance,Software,CloudSuite,South,Expense,4114.74,Credit Card,Software transaction for Finance
TXN159150,2026-06-22,Sales,Client Entertainment,EventWorks,South,Expense,4351.56,Debit Card,Client Entertainment transaction for Sales
TXN159151,2026-06-22,Sales,Client Entertainment,DinePro,South,Expense,5280.92,Bank Transfer,Client Entertainment transaction for Sales
TXN159152,2026-06-22,Customer Support,Support Tools,SupportCloud,North,Expense,18909.92,Direct Debit,Support Tools transaction for Customer Support
TXN159153,2026-06-22,Marketing,Subscription,Customer_C,East,Revenue,26687.54,Debit Card,Subscription transaction for Marketing
TXN159154,2026-06-22,Customer Support,Product Sales,Customer_C,East,Revenue,31094.22,Bank Transfer,Product Sales transaction for Customer Support
TXN159155,2026-06-22,IT,Service Revenue,Customer_B,West,Revenue,27404.78,UPI,Service Revenue transaction for IT
TXN159156,2026-06-22,Operations,Logistics,MoveRight,West,Expense,16238.98,Debit Card,Logistics transaction for Operations
TXN159157,2026-06-22,IT,Product Sales,Customer_B,West,Revenue,5856.32,Credit Card,Product Sales transaction for IT
TXN159158,2026-06-22,HR,Training,SkillWorks,East,Expense,2870.26,Bank Transfer,Training transaction for HR
TXN159159,2026-06-22,Finance,Subscription,Customer_C,West,Revenue,24120.44,Direct Debit,Subscription transaction for Finance
TXN159160,2026-06-22,IT,Transaction Fees,Customer_D,North,Revenue,37847.97,Direct Debit,Transaction Fees transaction for IT
TXN159161,2026-06-22,Finance,Service Revenue,Customer_E,East,Revenue,5529.25,UPI,Service Revenue transaction for Finance
TXN159162,2026-06-22,Customer Support,Software,DataDesk,North,Expense,4454.06,Debit Card,Software transaction for Customer Support
TXN159163,2026-06-22,Sales,Commissions,SalesPartners,West,Expense,33256.4,UPI,Commissions transaction for Sales
TXN159164,2026-06-22,Operations,Maintenance,FixPro,South,Expense,7533.28,Debit Card,Maintenance transaction for Operations
TXN159165,2026-06-22,Operations,Utilities,WaterWorks,South,Expense,5663.77,Bank Transfer,Utilities transaction for Operations
TXN159166,2026-06-22,IT,Hardware,TechSource,West,Expense,11722.15,Debit Card,Hardware transaction for IT
TXN159167,2026-06-22,Operations,Subscription,Customer_D,East,Revenue,7807.5,Direct Debit,Subscription transaction for Operations
TXN159168,2026-06-22,Sales,Transaction Fees,Customer_C,East,Revenue,10962.06,Debit Card,Transaction Fees transaction for Sales
TXN159169,2026-06-22,Finance,Bank Charges,BankTwo,East,Expense,4201.59,Credit Card,Bank Charges transaction for Finance
TXN159170,2026-06-22,Customer Support,Training,LearnPro,South,Expense,5212.5,UPI,Training transaction for Customer Support
TXN159171,2026-06-22,Operations,Product Sales,Customer_D,West,Revenue,21732.28,Credit Card,Product Sales transaction for Operations
TXN159172,2026-06-22,Operations,Service Revenue,Customer_B,North,Revenue,8645.44,UPI,Service Revenue transaction for Operations
TXN159173,2026-06-23,IT,Software,CloudSuite,South,Expense,6913.02,Credit Card,Software transaction for IT
TXN159174,2026-06-23,HR,Service Revenue,Customer_B,North,Revenue,29223.75,Credit Card,Service Revenue transaction for HR
TXN159175,2026-06-23,Sales,Client Entertainment,DinePro,North,Expense,8804.1,Debit Card,Client Entertainment transaction for Sales
TXN159176,2026-06-23,IT,Software,WorkFlowPro,East,Expense,3696.91,Debit Card,Software transaction for IT
TXN159177,2026-06-23,Marketing,Advertising,SearchPro,North,Expense,7411.78,Bank Transfer,Advertising transaction for Marketing
TXN159178,2026-06-23,Sales,Travel,TravelCo,West,Expense,11037.47,Credit Card,Travel transaction for Sales
TXN159179,2026-06-23,IT,Service Revenue,Customer_A,West,Revenue,35341.44,Bank Transfer,Service Revenue transaction for IT
TXN159180,2026-06-23,Customer Support,Product Sales,Customer_C,West,Revenue,41556.5,Credit Card,Product Sales transaction for Customer Support
TXN159181,2026-06-23,Marketing,Software,DataDesk,South,Expense,26720.66,Bank Transfer,Software transaction for Marketing
TXN159182,2026-06-23,Operations,Utilities,PowerGrid,South,Expense,8339.4,Direct Debit,Utilities transaction for Operations
TXN159183,2026-06-23,Marketing,Events,ExpoHub,East,Expense,10075.46,UPI,Events transaction for Marketing
TXN159184,2026-06-23,Operations,Transaction Fees,Customer_D,East,Revenue,7090.48,Bank Transfer,Transaction Fees transaction for Operations
TXN159185,2026-06-23,Marketing,Subscription,Customer_A,East,Revenue,18856.12,UPI,Subscription transaction for Marketing
TXN159186,2026-06-23,Operations,Utilities,PowerGrid,North,Expense,8572.95,UPI,Utilities transaction for Operations
TXN159187,2026-06-23,Sales,Travel,StaySmart,North,Expense,10014.61,Bank Transfer,Travel transaction for Sales
TXN159188,2026-06-23,Marketing,Events,ExpoHub,East,Expense,6206.75,UPI,Events transaction for Marketing
